Timecode In,Timecode Out,Subtitle
00:00:04:07,00:00:08:02,Hier ist das Erste Deutsche Fernsehen mit der tagesschau.
00:00:08:04,00:00:12:23,Diese Sendung wurde vom NDR live untertitelt (30.06.2023)
00:00:15:16,00:00:18:08,Heute im Studio: Constantin Schreiber.
00:00:18:15,00:00:21:17,"Guten Abend, ich begruesse Sie zur tagesschau."
00:00:22:16,00:00:25:10,Frankreich wurde die dritte Nacht in Folge
00:00:25:12,00:00:27:17,von schweren Unruhen erschuettert.
00:00:27:19,00:00:30:10,"Zehntausende Polizisten waren im Einsatz,"
00:00:30:12,00:00:33:08,mehr als 870 Menschen wurden festgenommen.
00:00:33:10,00:00:36:22,Zentrum der Ausschreitungen waren Vororte von Paris.
00:00:36:24,00:00:40:17,"Vor allem Nanterre, wo ein 17-Jaehriger am Dienstag"
00:00:40:19,00:00:44:01,bei einer Polizeikontrolle erschossen wurde.
00:00:44:12,00:00:49:09,"Um weiteren Eskalationen vorzubeugen, erliess die franzoesische Regierung"
00:00:49:10,00:00:52:05,Einschraenkungen des oeffentlichen Lebens.
00:00:53:06,00:00:56:13,"Fast 2000 ausgebrannte Autos, zahlreiche Busse:"
00:00:56:15,00:00:59:23,Das Ausmass der Zerstoerung in Frankreich ist immens.
00:01:00:00,00:01:02:21,"Auch kleinere Staedte sind massiv betroffen,"
00:01:02:23,00:01:05:07,wie Montargis im Sueden von Paris.
00:01:05:18,00:01:08:17,Ich verstehe diesen Ausbruch an Hass nicht.
00:01:08:19,00:01:10:05,Ich habe keine Worte.
00:01:10:07,00:01:13:09,"Ich sehe hier alle weinen und Truemmer aufsammeln,"
00:01:13:11,00:01:14:15,es ist schlimm.
00:01:14:17,00:01:17:06,Heute Mittag Krisensitzung der Regierung.
00:01:17:08,00:01:21:02,"Die Ordnung im Land muesse ohne Tabu wiederhergestellt werden,"
00:01:21:04,00:01:22:17,lautet die Botschaft.
00:01:23:00,00:01:26:17,Der Tod eines jungen Mannes wird instrumentalisiert.
00:01:26:19,00:01:29:06,"Wir beklagen alle, was passiert ist."
00:01:29:09,00:01:32:24,Es sollte eine Zeit der Andacht und des Respekts sein.
00:01:33:06,00:01:36:17,"Vergangene Nacht waren 40.000 Polizisten im Einsatz,"
00:01:36:19,00:01:39:02,darunter Anti-Terror-Einheiten.
00:01:39:11,00:01:42:12,Die Protestierenden sind meist junge Maenner.
00:01:43:22,00:01:46:12,Ein Drittel der Verhafteten ist minderjaehrig.
00:01:46:16,00:01:50:20,"Ich appelliere an die Eltern, ihre Kinder zu beaufsichtigen."
00:01:51:12,00:01:54:04,"Macron forderte die sozialen Medien auf,"
00:01:54:06,00:01:56:18,ihre Inhalte besser zu kontrollieren.
00:01:56:20,00:02:00:00,"Ausloeser der Gewalt war der Tod eines 17-Jaehrigen,"
00:02:00:02,00:02:03:01,der von einem Polizisten erschossen worden war.
00:02:03:03,00:02:06:13,Polizeigewalt sorgt seit Langem fuer Wut in Frankreich.
00:02:06:15,00:02:10:05,Auch das UN-Menschenrechtsbuero sieht hier ein Problem.
00:02:10:07,00:02:14:01,"Das ist der Zeitpunkt, sich mit den Problemen von Rassismus"
00:02:14:03,00:02:18:05,und Diskriminierung in der Strafverfolgung auseinanderzusetzen.
00:02:18:07,00:02:19:22,Busse und Strassenbahnen
00:02:19:24,00:02:23:11,sollen bis auf Weiteres nach 21 Uhr nicht mehr fahren.
00:02:23:13,00:02:27:18,Groessere Veranstaltungen werden aus Sorge vor Ausschreitungen abgesagt.
00:02:27:20,00:02:32:00,Die Wut hat sich bei vielen Menschen aus den Vorstaedten aufgestaut.
00:02:32:02,00:02:35:03,Sie fuehlen sich vernachlaessigt und diskriminiert.
00:02:35:05,00:02:38:08,Ein Ausnahmezustand wurde noch nicht ausgerufen:
00:02:38:10,00:02:40:12,Mehr Befugnisse fuer die Polizei
00:02:40:14,00:02:43:00,koennten die Gewaltausbrueche verschaerfen.
00:02:43:04,00:02:46:03,"Doch an Eltern und soziale Medien zu appellieren,"
00:02:46:05,00:02:48:05,reicht vermutlich auch nicht.
00:02:48:23,00:02:51:23,In Bruessel ist der EU-Gipfel ohne eine Einigung
00:02:52:00,00:02:55:09,im Streit ueber die geplante Asyl-Reform zu Ende gegangen.
00:02:55:12,00:02:59:08,"In der gemeinsamen Abschlusserklaerung taucht das Thema nicht auf,"
00:02:59:10,00:03:02:23,denn Polen und Ungarn stellten sich gegen die Plaene quer.
00:03:03:00,00:03:06:18,"Kanzler Scholz zeigte sich optimistisch, dass die EU absehbar"
00:03:06:20,00:03:11:01,eine fuer alle Staaten verbindliche Migrationspolitik beschliessen wird.
00:03:12:16,00:03:16:04,"Eine Nacht des Streits liegt hinter den Regierungschefs,"
00:03:16:06,00:03:18:24,als sie den Gipfel in Bruessel fortsetzen.
00:03:19:01,00:03:22:15,"Polens Regierungschef Morawiecki wehrt sich dagegen,"
00:03:22:20,00:03:27:06,dass sein Land kuenftig Fluechtlinge aufnehmen oder Strafen zahlen soll.
00:03:27:08,00:03:28:18,Polen sei souveraen.
00:03:29:11,00:03:32:16,"Ich will nicht mit dem Finger auf andere zeigen,"
00:03:32:18,00:03:36:11,"aber wir sehen, was in einigen Staedten Westeuropas passiert."
00:03:36:13,00:03:40:09,Die Risiken illegaler Einwanderungswellen in ein Land.
00:03:42:02,00:03:44:00,Erst kuerzlich hatte die EU
00:03:44:02,00:03:46:18,eine Reform des Asylsystems verabredet.
00:03:46:24,00:03:49:08,"Um Laendern wie Italien zu helfen,"
00:03:49:10,00:03:52:15,sollen alle Fluechtlinge aufnehmen oder bezahlen.
00:03:53:05,00:03:56:12,"Polen und Ungarn stoert, dass sie ueberstimmt wurden."
00:03:56:14,00:03:59:01,"So ist das eben, sagen die anderen."
00:03:59:13,00:04:02:13,"Dass Polen und Ungarn die Moeglichkeit haben,"
00:04:02:14,00:04:06:23,"die Mehrheitsabstimmungen infrage zu stellen, mache ich nicht mit."
00:04:07:00,00:04:10:15,Wir haben Regeln und daran sollten wir uns halten.
00:04:12:17,00:04:16:08,"Der Migrationspakt steht, da gehen wir nicht mehr ran."
00:04:16:10,00:04:17:21,Der ist beschlossen.
00:04:18:01,00:04:21:14,An dem Deal koennen Polen und Ungarn also nichts aendern.
00:04:21:16,00:04:26:00,Aus Protest blockierten sie heute eine Erklaerung zum Thema Migration.
00:04:26:02,00:04:29:24,Der Kanzler geht davon aus: Die Asylreform wird umgesetzt.
00:04:30:01,00:04:33:16,"Zumal Polen und Ungarn gar nicht verpflichtet waeren,"
00:04:33:18,00:04:35:12,Fluechtlinge aufzunehmen.
00:04:35:24,00:04:39:21,"Der andere Weg ist, dass man sich finanziell beteiligt."
00:04:40:06,00:04:45:02,"Das ist aus meiner Sicht plausibel, dass das auch die Praxis wird."
00:04:46:17,00:04:48:01,Viele in Bruessel
00:04:48:03,00:04:52:01,erklaeren sich das Auftreten Polens mit dem dortigen Wahlkampf.
00:04:52:03,00:04:56:09,Die Regierung will Waehler gewinnen und plant auch eine Volksabstimmung:
00:04:56:11,00:04:58:02,"Gegen eine EU-Asylreform,"
00:04:58:04,00:05:01:19,die Polen nicht zur Aufnahme von Fluechtlingen verpflichtet.
00:05:01:21,00:05:04:01,Und die die Asylregeln verschaerft.
00:05:04:04,00:05:06:24,"Beides Dinge, die Polen seit Jahren fordert."
00:05:07:20,00:05:10:19,Nach monatelangem Streit in der Ampel-Koalition
00:05:10:22,00:05:14:06,liegt nun der Entwurf des Heizungsgesetzes vor.
00:05:14:12,00:05:18:07,Der Bundestag kann nun kommende Woche darueber abstimmen.
00:05:18:09,00:05:22:09,"Das Gesetz soll sicherstellen, dass Haushalte von ÈOl und Gas"
00:05:22:11,00:05:25:10,auf klimafreundlichere Heizungen umsteigen.
00:05:25:20,00:05:30:02,Ein Austausch kann mit bis zu 70 % der Kosten gefoerdert werden.
00:05:30:24,00:05:33:15,Die Vorgaben sollen in vollem Umfang
00:05:33:17,00:05:36:17,vorerst nur in Neubaugebieten in Kraft treten.
00:05:37:24,00:05:39:20,"Ab heute wird es klarer,"
00:05:39:22,00:05:43:04,wie sich die Ampel die Zukunft des Heizens vorstellt.
00:05:43:06,00:05:46:04,Die Waermepumpe ist eine Moeglichkeit von vielen.
00:05:46:06,00:05:49:11,"Gasheizungen, die auch mit Wasserstoff laufen koennen"
00:05:49:13,00:05:52:15,oder das Heizen mit Holzpellets gehoeren auch dazu.
00:05:52:17,00:05:54:02,Die FDP - zufrieden.
00:05:54:06,00:05:57:00,"Keine Eingriffe ins Eigentum, keine Verbote"
00:05:57:02,00:05:59:02,und Technologieoffenheit.
00:06:00:23,00:06:02:15,Diese Punkte sind neu:
00:06:02:17,00:06:06:05,"Die strengen Vorgaben fuer Bestandsgebaeude gelten erst,"
00:06:06:07,00:06:09:00,wenn die kommunale Waermeplanung vorliegt.
00:06:09:02,00:06:12:24,"Fuer groessere Kommunen soll das 2026 sein, fuer kleine 2028."
00:06:13:24,00:06:17:20,Fuer Mieter gilt ein Schutz vor zu hohen Modernisierungskosten.
00:06:17:22,00:06:20:24,Die Vermieter koennen nur einen Teil davon umlegen.
00:06:21:02,00:06:23:03,Beim Kauf einer neuen Gasheizung
00:06:23:05,00:06:26:04,muss es eine verpflichtende Beratung geben.
00:06:28:03,00:06:31:07,"Es ist niemandem zu raten, nach dem 1.1.'24"
00:06:31:16,00:06:34:13,noch eine ÈOl- oder Gasheizung einzubauen.
00:06:34:22,00:06:39:03,"Das wird sehr, sehr teuer. Der Gaspreis geht nach oben."
00:06:40:04,00:06:43:13,"Die Opposition kritisiert, sie habe zu wenig Zeit,"
00:06:43:15,00:06:46:24,die vielen ÈAnderungen im Gesetz durchzuarbeiten.
00:06:47:03,00:06:50:16,"Das kann man nicht durchdruecken, wie in einer Monarchie."
00:06:50:18,00:06:52:12,Am Montag ist die Anhoerung.
00:06:52:14,00:06:55:05,Jetzt haben Sachverstaendige und Abgeordnete
00:06:55:07,00:06:57:02,gerade das Wochenende Zeit:
00:06:57:04,00:07:00:13,"Um 120 Seiten zu lesen, zu bewerten, Schluesse zu ziehen."
00:07:00:15,00:07:03:22,Die Ampel-Koalition will das Gebaeude- und Energiegesetz
00:07:03:24,00:07:07:03,in der naechsten Woche im Bundestag beschliessen.
00:07:08:02,00:07:10:19,Die Ampel nennt es ein normales Verfahren.
00:07:10:21,00:07:14:15,In der Opposition sind viele ueber den engen Zeitplan empoert.
00:07:14:17,00:07:17:22,"Ein Abgeordneter versucht sogar per Eilverfahren,"
00:07:17:24,00:07:20:02,das Gesetz noch zu stoppen.
00:07:22:04,00:07:25:11,100 Tage vor den Landtagswahlen in Bayern und Hessen
00:07:25:14,00:07:29:02,haben CDU und CSU ein Zehn-Punkte-Programm beschlossen.
00:07:29:07,00:07:32:17,Die Parteispitzen stellten ihre Agenda fuer Deutschland
00:07:32:20,00:07:35:18,nach einer Praesidiumssitzung in Muenchen vor.
00:07:35:20,00:07:40:06,"Die Union fordert Steuersenkungen, weniger Belastungen fuer Unternehmen"
00:07:40:08,00:07:43:19,und ein strikteres Vorgehen gegen illegale Migration.
00:07:45:01,00:07:47:00,Spitzentreffen in Muenchen.
00:07:47:02,00:07:49:22,Die Union will sich inhaltlich positionieren
00:07:49:24,00:07:51:24,mit einem 10-Punkte-Programm.
00:07:52:01,00:07:55:21,Bei der Klimapolitik heisst es weiter: Anreize statt Verbote.
00:07:56:00,00:07:59:23,Wir sind fuer den Klimaschutz - aber nicht mit der Brechstange.
00:08:00:00,00:08:03:15,Wir alleine koennen nicht die Welt in zwei Jahren loesen.
00:08:03:17,00:08:07:07,CDU und CSU wollen sich im Jahr der Landtagswahlen
00:08:07:10,00:08:10:23,in Bayern und Hessen am meisten mit den Gruenen beschaeftigen.
00:08:12:13,00:08:15:19,Zuletzt gab es Kritik aus den eigenen Reihen
00:08:16:00,00:08:19:07,"an Merz' ÈAusserung, die Gruenen seien der Hauptgegner."
00:08:19:09,00:08:22:23,"Merz sagt heute, alle Parteien seien Wettbewerber."
00:08:23:14,00:08:28:02,"Dazu gehoert auch die AfD, die Merz einen Feind der Demokratie nennt."
00:08:28:04,00:08:32:14,"Das Unions-Programm sei die Antwort auf eine Verunsicherung der Menschen,"
00:08:32:16,00:08:33:18,sagt Soeder.
00:08:33:20,00:08:35:17,Die Schwesterparteien fordern
00:08:35:19,00:08:39:08,weniger Steuern und Abgaben fuer Gering- und Normalverdiener.
00:08:39:10,00:08:42:08,Beim Thema Sicherheit sprechen sich CDU und CSU
00:08:42:10,00:08:45:12,fuer Ausweisungen auslaendischer Clan-Mitglieder aus.
00:08:45:14,00:08:49:05,Und in der Migrationspolitik brauche es einen haerteren Kurs.
00:08:49:07,00:08:52:05,Wir brauchen Einwanderung in den Arbeitsmarkt.
00:08:52:08,00:08:56:10,Gleichzeitig muessen wir die irregulaere Migration begrenzen.
00:08:56:15,00:09:00:04,"Die Zahlen muessen runter, die sind zu hoch."
00:09:02:01,00:09:06:00,"CDU und CSU betonen, wie gut die Zusammenarbeit sei."
00:09:06:11,00:09:09:09,Aus ihrer Sicht haben die Landtagswahlen
00:09:09:13,00:09:11:19,eine gesamtdeutsche Wirkung.
00:09:12:04,00:09:15:08,Sie seien damit eine Abstimmung ueber die Ampel.
00:09:16:13,00:09:18:18,Die UN-Friedenstruppen in Mali
00:09:18:20,00:09:21:20,werden das krisengeschuettelte Land verlassen.
00:09:21:22,00:09:26:10,"Nachdem die dortige Militaerregierung den sofortigen Abzug gefordert hatte,"
00:09:26:12,00:09:28:22,ist heute die Entscheidung gefallen.
00:09:29:00,00:09:31:06,"Der UN-Sicherheitsrat beschloss,"
00:09:31:08,00:09:35:13,den Minusma-Einsatz sofort zu beenden und mit dem Abzug zu beginnen.
00:09:35:15,00:09:39:16,Die letzten Blauhelm-Truppen sollen bis Ende des Jahres heimkehren.
00:09:39:18,00:09:44:00,Die Bundeswehr ist an der Mission noch mit 1100 Soldaten beteiligt.
00:09:45:02,00:09:47:18,Das Oberste Wahlgericht Brasiliens
00:09:47:20,00:09:53:01,hat Ex-Praesident Bolsonaro bis 2030 fuer alle politischen ÈAmter gesperrt.
00:09:53:18,00:09:58:09,Der Rechtsextreme kann damit nicht bei der Praesidentenwahl antreten.
00:09:58:11,00:10:01:14,Fuenf der sieben Richter stimmten fuer die Sperre.
00:10:01:16,00:10:05:07,Er soll oeffentlich das Wahlsystem in Brasilien
00:10:05:18,00:10:08:08,als manipulierbar bezeichnet haben.
00:10:08:13,00:10:10:20,Bolsonaro kritisiert das Urteil.
00:10:10:22,00:10:14:18,Seine Anwaelte wollen vor den Obersten Gerichtshof ziehen.
00:10:16:13,00:10:20:23,Die UN-Ernaehrungs- und Landwirtschaftsorganisation FAO
00:10:21:09,00:10:25:20,wurde offenbar auf geopolitische Ziele Chinas zugeschnitten.
00:10:26:06,00:10:30:21,"Eine ARD-Recherche zeigt, wie Generaldirektor Qu Dongyu"
00:10:31:12,00:10:35:16,die Organisation systematisch im Sinne Chinas umgebaut hat.
00:10:35:23,00:10:39:15,Zentrale Posten der Organisation wurden mit Direktoren
00:10:39:17,00:10:42:11,aus dem chinesischen Staatsapparat besetzt.
00:10:42:13,00:10:45:04,Umstrittene Pestizide wurden freigegeben.
00:10:46:17,00:10:49:13,Kleinbauern im suedafrikanischen Sambia.
00:10:49:17,00:10:52:02,"Sie mischen einen Pestizidcocktail,"
00:10:52:04,00:10:54:22,um ihren Kohl gegen Insekten zu schuetzen.
00:10:54:24,00:10:57:10,Ihr einziger Schutz: Gummistiefel.
00:10:58:00,00:11:01:24,Die Zahl der Pestizidvergiftungen steigt rasant an.
00:11:02:12,00:11:06:01,Ein Viertel dieser Patienten ist gestorben.
00:11:07:19,00:11:13:05,Die Welternaehrungsorganisation FAO erlaubt in Afrika und anderswo
00:11:13:12,00:11:18:10,"im Rahmen ihrer Projekte Pestizide, die in Europa verboten sind."
00:11:18:24,00:11:23:06,Die FAO soll die Ernaehrungssicherheit in der Welt verbessern -
00:11:23:08,00:11:25:09,mit nachhaltigen Methoden.
00:11:26:07,00:11:30:03,Der Kurs hat sich unter Generaldirektor Qu Dongyu geaendert.
00:11:30:05,00:11:32:04,"Mitarbeitende sind alarmiert,"
00:11:32:06,00:11:36:24,"wenden sich an das ARD Studio Rom, wollen aber anonym bleiben."
00:11:38:11,00:11:42:21,"Ich habe das Gefuehl, China nutzt die FAO zu ihren eigenen Zwecken."
00:11:42:24,00:11:46:20,Damit meine ich geopolitische Zwecke und Interessen.
00:11:47:22,00:11:50:20,Der neue Chef baue die Behoerde massiv um.
00:11:51:03,00:11:55:12,"Bei Qus Amtsantritt gab es zwei chinesische Direktoren, nun sechs."
00:11:55:16,00:11:59:04,"Die Einflussnahme auf bestimmte Projekte sei spuerbar,"
00:11:59:06,00:12:00:18,sagt unser Informant.
00:12:00:20,00:12:05:17,So engagiert sich die FAO massiv in Chinas Nachbarlaendern wie Laos.
00:12:06:16,00:12:10:20,Das dient laut Experten ganz klar Chinas Handelsinteressen.
00:12:11:12,00:12:12:20,Das Ziel:
00:12:13:13,00:12:18:15,"Die Welt neu umzugestalten, in eine Art, wo China zentraler ist"
00:12:18:19,00:12:20:09,und mehr Macht hat.
00:12:20:19,00:12:25:09,Qu Dongyu steht jetzt zur Wiederwahl. Es gibt keine Gegenkandidaten.
00:12:27:08,00:12:31:22,"Der Oberste US-Gerichtshof kippte ein Gesetzesvorhaben von Praesident Biden,"
00:12:31:24,00:12:36:03,mit dem Studienkredite reduziert oder erlassen werden sollten.
00:12:36:05,00:12:39:07,"Die Regierung habe ihre Befugnisse ueberschritten,"
00:12:39:09,00:12:42:23,entschied die Mehrheit der neun Richterinnen und Richter.
00:12:43:00,00:12:45:04,Konservativ regierte Bundesstaaten
00:12:45:06,00:12:48:13,hatten gegen die Plaene der Biden-Regierung geklagt.
00:12:48:15,00:12:51:15,Mit dem Vorhaben haetten etwa 43 Mio. Amerikaner
00:12:51:17,00:12:54:13,ihre Studienschulden erlassen bekommen.
00:12:55:19,00:12:58:21,In Kanada brennen weiter grosse Flaechen Wald.
00:12:59:01,00:13:01:19,Die Feuerwehr kaempft gegen 500 Feuer.
00:13:02:03,00:13:06:10,Die Rauchwolken breiten sich auch ueber weite Teile der USA aus.
00:13:06:12,00:13:10:05,In New York City haengt Smog zwischen den Wolkenkratzern.
00:13:10:07,00:13:13:23,Die Behoerden haben fuer mehr als 120 Mio. Menschen
00:13:14:00,00:13:16:15,Gesundheitswarnungen ausgesprochen.
00:13:16:17,00:13:20:09,Teilweise sollen Aktivitaeten im Freien vermieden werden.
00:13:21:23,00:13:24:22,Mit einem Festakt im polnischen Swinemuende
00:13:24:24,00:13:27:19,wurde heute der Swine-Tunnel eingeweiht.
00:13:27:21,00:13:32:03,Er verbindet die Ostsee-Inseln Usedom und auf polnischer Seite Wollin.
00:13:32:05,00:13:35:15,"Bisher mussten Autofahrer mit der Faehre uebersetzen,"
00:13:35:17,00:13:38:05,regelmaessig bildeten sich lange Staus.
00:13:38:07,00:13:42:03,Von dem Tunnel profitieren auch viele deutsche Urlauber.
00:13:44:00,00:13:48:12,ARD und ZDF erweitern die Sendezeit ihres Mittagsmagazins.
00:13:49:07,00:13:53:18,Ab 2024 soll die Sendung um 12 Uhr beginnen und bis 14 Uhr dauern.
00:13:53:20,00:13:57:12,Federfuehrend fuer die ARD ist zukuenftig der MDR.
00:13:59:01,00:14:01:05,Gesendet wird dann aus Leipzig.
00:14:01:07,00:14:03:11,ARD-Vorsitzender Gniffke sagte:
00:14:03:13,00:14:07:23,Die Erweiterung schaffe mehr Raum fuer Information und regionale Inhalte
00:14:08:00,00:14:11:22,und sei durch die Synergie mit dem ZDF wirtschaftlicher.
00:14:12:17,00:14:16:21,"Nun die Wettervorhersage fuer morgen, Samstag, den 1. Juli."
00:14:17:14,00:14:20:04,Die Kaltfront des Tiefs ueber Osteuropa
00:14:20:06,00:14:22:12,zieht ueber den Sueden und Osten.
00:14:22:21,00:14:27:02,"Daher in der Nacht dort teils kraeftige teils gewittrige Regenfaelle,"
00:14:27:04,00:14:28:17,sonst ist es oft klar.
00:14:28:19,00:14:32:08,Spaeter vom Niederrhein bis nach Schleswig-Holstein Regen.
00:14:32:10,00:14:36:19,"Am Tag von Nordwesten Regenwolken, auch am Alpenrand anfangs noch nass."
00:14:36:21,00:14:38:06,Dazu ist es windig.
00:14:38:08,00:14:42:01,Nach Osten hin neben Wolken bis zu acht Sonnenstunden.
00:14:48:04,00:14:52:00,"Am Sonntag Sonne und Wolken, dazu Schauer und ueberall windig."
00:14:52:03,00:14:54:16,"ÈAhnlich der Montag mit dem Unterschied,"
00:14:54:18,00:14:56:19,dass es weitgehend trocken ist.
00:14:56:21,00:15:00:06,Am Dienstag teils kraeftige Schauer und einzelne Gewitter.
00:15:00:08,00:15:03:09,In der Mitte und im Osten oefter Sonnenschein.
00:15:05:03,00:15:08:19,In den tagesthemen um 21.45 Uhr spricht Caren Miosga
00:15:08:21,00:15:12:16,mit dem Exil-Oppositionellen Michail Chodorkowski
00:15:12:18,00:15:15:01,ueber den Machtapparat Putins.
00:15:15:13,00:15:17:08,Ausserdem haken wir nach:
00:15:17:10,00:15:22:04,Sollen die Gruenen fuer die Union jetzt Hauptgegner oder Hauptpartner sein?
00:15:22:06,00:15:24:14,Ich wuensche einen schoenen Abend.
